student_id,name,faculty,major,year_enrolled,current_year,gpa,status,scholarship,age,gender,city
STUD0469,Student_469,Fakultas Hukum,Teknik Informatika,2021,Freshman,3.92,Graduated,None,19,Male,Bandung
STUD0470,Student_470,Fakultas Kedokteran,Sistem Informasi,2019,Freshman,3.09,Active,None,21,Male,Banjarmasin
STUD0471,Student_471,Fakultas Sastra,Kedokteran,2022,Freshman,3.96,Graduated,Academic,21,Female,Palembang
STUD0472,Student_472,Fakultas Teknik,Manajemen,2023,Freshman,3.15,Active,Academic,20,Female,Banjarmasin
STUD0473,Student_473,Fakultas Sastra,Akuntansi,2022,Freshman,3.19,Inactive,Need-based,20,Female,Makassar
STUD0474,Student_474,Fakultas Hukum,Ilmu Hukum,2022,Junior,2.58,Active,None,23,Male,Makassar
STUD0475,Student_475,Fakultas Teknik,Sistem Informasi,2019,Junior,1.96,Active,None,19,Female,Jakarta
STUD0476,Student_476,Fakultas Hukum,Teknik Informatika,2023,Senior,2.77,Active,None,22,Male,Yogyakarta
STUD0477,Student_477,Fakultas Kedokteran,Ilmu Hukum,2022,Senior,2.94,Active,None,19,Female,Bandung
STUD0478,Student_478,Fakultas Ekonomi,Teknik Informatika,2018,Freshman,2.78,Active,None,21,Female,Banjarmasin
STUD0479,Student_479,Fakultas Kedokteran,Manajemen,2020,Junior,3.25,Active,Academic,19,Male,Palembang
STUD0480,Student_480,Fakultas Ilmu Komputer,Teknik Elektro,2022,Sophomore,3.32,Active,None,22,Female,Medan
STUD0481,Student_481,Fakultas Hukum,Teknik Elektro,2023,Junior,2.41,Active,Need-based,24,Female,Jakarta
STUD0482,Student_482,Fakultas Sastra,Teknik Informatika,2021,Sophomore,3.37,Active,None,22,Female,Semarang
STUD0483,Student_483,Fakultas Kedokteran,Manajemen,2022,Freshman,3.2,Active,Need-based,19,Male,Banjarmasin
STUD0484,Student_484,Fakultas Ilmu Komputer,Sistem Informasi,2020,Sophomore,2.93,Active,Academic,21,Female,Medan
STUD0485,Student_485,Fakultas Sastra,Sistem Informasi,2021,Junior,3.59,Active,None,20,Female,Jakarta
STUD0486,Student_486,Fakultas Kedokteran,Manajemen,2023,Sophomore,3.65,Active,None,20,Female,Bandung
STUD0487,Student_487,Fakultas Teknik,Teknik Informatika,2020,Senior,3.27,Graduated,None,20,Female,Denpasar
STUD0488,Student_488,Fakultas Kedokteran,Sastra Inggris,2020,Senior,1.78,Active,Need-based,19,Female,Bandung
STUD0489,Student_489,Fakultas Ilmu Komputer,Kedokteran,2019,Senior,3.72,Active,None,24,Male,Yogyakarta
STUD0490,Student_490,Fakultas Kedokteran,Manajemen,2021,Senior,2.97,Active,None,20,Male,Makassar
STUD0491,Student_491,Fakultas Sastra,Sistem Informasi,2018,Freshman,3.3,Active,None,24,Female,Yogyakarta
STUD0492,Student_492,Fakultas Sastra,Akuntansi,2021,Sophomore,3.1,Active,Academic,24,Female,Denpasar
STUD0493,Student_493,Fakultas Kedokteran,Kedokteran,2023,Senior,2.39,Active,None,24,Female,Denpasar
STUD0494,Student_494,Fakultas Hukum,Kedokteran,2019,Freshman,3.53,Active,None,18,Male,Palembang
STUD0495,Student_495,Fakultas Ekonomi,Manajemen,2018,Sophomore,3.53,Active,None,24,Male,Surabaya
STUD0496,Student_496,Fakultas Ilmu Komputer,Kedokteran,2020,Junior,3.41,Inactive,None,19,Male,Makassar
STUD0497,Student_497,Fakultas Sastra,Kedokteran,2020,Freshman,2.94,Active,Need-based,18,Male,Medan
STUD0498,Student_498,Fakultas Ekonomi,Manajemen,2020,Freshman,2.72,Active,Academic,21,Male,Semarang
STUD0499,Student_499,Fakultas Sastra,Sastra Inggris,2023,Freshman,2.73,Inactive,Academic,20,Female,Makassar
STUD0500,Student_500,Fakultas Kedokteran,Akuntansi,2018,Sophomore,3.15,Active,Academic,19,Male,Medan
STUD0501,Student_501,Fakultas Ekonomi,Teknik Elektro,2019,Freshman,1.81,Active,Need-based,18,Male,Makassar
STUD0502,Student_502,Fakultas Ilmu Komputer,Kedokteran,2018,Sophomore,3.48,Active,None,20,Female,Denpasar
STUD0503,Student_503,Fakultas Ilmu Komputer,Teknik Informatika,2018,Sophomore,3.07,Active,None,18,Female,Semarang
STUD0504,Student_504,Fakultas Kedokteran,Ilmu Hukum,2020,Senior,3.6,Graduated,None,18,Male,Jakarta
STUD0505,Student_505,Fakultas Ilmu Komputer,Sastra Inggris,2023,Junior,3.1,Active,None,20,Female,Surabaya
STUD0506,Student_506,Fakultas Teknik,Ilmu Hukum,2023,Senior,3.66,Active,None,20,Female,Banjarmasin
STUD0507,Student_507,Fakultas Teknik,Manajemen,2021,Junior,3.2,Graduated,None,22,Male,Medan
STUD0508,Student_508,Fakultas Sastra,Sistem Informasi,2019,Freshman,2.26,Active,None,19,Male,Banjarmasin
STUD0509,Student_509,Fakultas Teknik,Sistem Informasi,2022,Senior,2.73,Active,None,24,Male,Makassar
STUD0510,Student_510,Fakultas Ekonomi,Teknik Elektro,2018,Junior,3.92,Active,None,19,Female,Jakarta
STUD0511,Student_511,Fakultas Hukum,Akuntansi,2019,Junior,3.02,Active,None,20,Female,Jakarta
STUD0512,Student_512,Fakultas Sastra,Akuntansi,2023,Sophomore,3.26,Active,None,20,Female,Denpasar
STUD0513,Student_513,Fakultas Kedokteran,Manajemen,2020,Freshman,2.95,Active,Need-based,18,Male,Palembang
STUD0514,Student_514,Fakultas Kedokteran,Teknik Elektro,2023,Freshman,2.34,Active,None,20,Male,Palembang
STUD0515,Student_515,Fakultas Hukum,Akuntansi,2021,Sophomore,3.29,Active,None,21,Female,Semarang
STUD0516,Student_516,Fakultas Sastra,Teknik Elektro,2019,Freshman,3.01,Active,None,23,Male,Makassar
STUD0517,Student_517,Fakultas Teknik,Teknik Elektro,2023,Freshman,3.04,Active,Sports,18,Male,Denpasar
STUD0518,Student_518,Fakultas Sastra,Kedokteran,2019,Junior,1.99,Graduated,None,19,Male,Makassar
STUD0519,Student_519,Fakultas Sastra,Kedokteran,2020,Junior,2.92,Active,None,23,Female,Bandung
STUD0520,Student_520,Fakultas Ilmu Komputer,Teknik Informatika,2021,Sophomore,2.74,Active,Academic,22,Male,Banjarmasin
STUD0521,Student_521,Fakultas Sastra,Sastra Inggris,2022,Senior,3.68,Active,None,20,Female,Denpasar
STUD0522,Student_522,Fakultas Teknik,Sastra Inggris,2022,Junior,2.79,Active,Academic,22,Female,Palembang
STUD0523,Student_523,Fakultas Ilmu Komputer,Sistem Informasi,2023,Freshman,3.46,Active,None,21,Male,Banjarmasin
STUD0524,Student_524,Fakultas Kedokteran,Teknik Informatika,2018,Junior,3.59,Active,None,21,Female,Surabaya
STUD0525,Student_525,Fakultas Ilmu Komputer,Manajemen,2018,Freshman,2.74,Active,None,22,Male,Banjarmasin
STUD0526,Student_526,Fakultas Hukum,Kedokteran,2021,Sophomore,2.72,Active,Academic,21,Male,Medan
STUD0527,Student_527,Fakultas Ekonomi,Manajemen,2019,Freshman,2.4,Graduated,None,23,Female,Jakarta
STUD0528,Student_528,Fakultas Kedokteran,Ilmu Hukum,2020,Junior,2.98,Active,None,21,Female,Yogyakarta
STUD0529,Student_529,Fakultas Teknik,Sistem Informasi,2021,Senior,3.52,Active,None,23,Male,Makassar
STUD0530,Student_530,Fakultas Sastra,Ilmu Hukum,2022,Junior,2.83,Active,Sports,18,Female,Bandung
STUD0531,Student_531,Fakultas Hukum,Teknik Elektro,2023,Sophomore,3.56,Active,None,20,Female,Palembang
STUD0532,Student_532,Fakultas Ilmu Komputer,Akuntansi,2018,Sophomore,2.23,Inactive,Academic,21,Male,Makassar
STUD0533,Student_533,Fakultas Ekonomi,Teknik Elektro,2021,Freshman,3.05,Active,None,23,Male,Makassar
STUD0534,Student_534,Fakultas Ilmu Komputer,Teknik Elektro,2020,Freshman,2.96,Active,None,24,Female,Makassar
STUD0535,Student_535,Fakultas Ilmu Komputer,Sistem Informasi,2020,Junior,2.42,Active,Need-based,20,Male,Denpasar
STUD0536,Student_536,Fakultas Ekonomi,Ilmu Hukum,2018,Freshman,2.75,Active,None,22,Male,Medan
STUD0537,Student_537,Fakultas Ilmu Komputer,Sistem Informasi,2020,Senior,3.14,Active,None,19,Male,Surabaya
STUD0538,Student_538,Fakultas Ekonomi,Sistem Informasi,2019,Senior,3.14,Active,None,22,Female,Surabaya
STUD0539,Student_539,Fakultas Ekonomi,Akuntansi,2018,Freshman,2.85,Active,Academic,20,Male,Medan
STUD0540,Student_540,Fakultas Ekonomi,Akuntansi,2022,Freshman,2.9,Graduated,Sports,22,Male,Semarang
STUD0541,Student_541,Fakultas Teknik,Teknik Elektro,2020,Sophomore,3.26,Graduated,Academic,24,Male,Makassar
STUD0542,Student_542,Fakultas Ilmu Komputer,Akuntansi,2023,Senior,2.78,Active,None,23,Male,Surabaya
STUD0543,Student_543,Fakultas Ilmu Komputer,Kedokteran,2020,Senior,2.89,Inactive,None,19,Male,Jakarta
STUD0544,Student_544,Fakultas Sastra,Ilmu Hukum,2018,Freshman,3.02,Active,None,19,Female,Denpasar
STUD0545,Student_545,Fakultas Teknik,Akuntansi,2019,Freshman,2.05,Active,Academic,18,Male,Yogyakarta
STUD0546,Student_546,Fakultas Teknik,Kedokteran,2020,Sophomore,2.42,Active,None,21,Female,Semarang
STUD0547,Student_547,Fakultas Hukum,Manajemen,2018,Senior,3.13,Active,None,18,Male,Denpasar
STUD0548,Student_548,Fakultas Ekonomi,Teknik Informatika,2019,Freshman,2.92,Active,Academic,20,Female,Bandung
STUD0549,Student_549,Fakultas Sastra,Sistem Informasi,2019,Sophomore,2.3,Inactive,Academic,19,Female,Semarang
STUD0550,Student_550,Fakultas Kedokteran,Sastra Inggris,2021,Junior,2.49,Active,None,22,Female,Jakarta
STUD0551,Student_551,Fakultas Ilmu Komputer,Sistem Informasi,2020,Sophomore,2.71,Active,None,18,Female,Palembang
STUD0552,Student_552,Fakultas Teknik,Teknik Elektro,2021,Sophomore,2.06,Active,Sports,22,Male,Yogyakarta
STUD0553,Student_553,Fakultas Sastra,Teknik Informatika,2021,Senior,1.89,Active,None,19,Male,Makassar
STUD0554,Student_554,Fakultas Sastra,Sistem Informasi,2018,Senior,3.31,Active,None,23,Male,Makassar
STUD0555,Student_555,Fakultas Sastra,Akuntansi,2019,Senior,2.34,Active,Academic,20,Male,Palembang
STUD0556,Student_556,Fakultas Teknik,Teknik Elektro,2022,Sophomore,1.89,Active,None,19,Female,Medan
STUD0557,Student_557,Fakultas Kedokteran,Ilmu Hukum,2019,Junior,2.65,Active,None,21,Female,Banjarmasin
STUD0558,Student_558,Fakultas Hukum,Ilmu Hukum,2018,Freshman,2.67,Active,None,21,Male,Makassar
STUD0559,Student_559,Fakultas Hukum,Teknik Informatika,2023,Freshman,3.5,Active,None,24,Female,Bandung
STUD0560,Student_560,Fakultas Ilmu Komputer,Akuntansi,2020,Freshman,2.8,Active,Sports,18,Female,Surabaya
STUD0561,Student_561,Fakultas Sastra,Sastra Inggris,2018,Junior,3.06,Active,Academic,18,Male,Denpasar
STUD0562,Student_562,Fakultas Sastra,Kedokteran,2020,Freshman,3.77,Active,None,22,Female,Denpasar
STUD0563,Student_563,Fakultas Kedokteran,Sastra Inggris,2021,Junior,2.23,Active,Academic,22,Female,Denpasar
STUD0564,Student_564,Fakultas Ekonomi,Teknik Elektro,2019,Freshman,3.57,Active,None,23,Male,Semarang
STUD0565,Student_565,Fakultas Kedokteran,Teknik Informatika,2019,Sophomore,3.21,Active,Academic,20,Female,Banjarmasin
STUD0566,Student_566,Fakultas Kedokteran,Sastra Inggris,2019,Freshman,3.73,Active,None,23,Female,Semarang
STUD0567,Student_567,Fakultas Hukum,Akuntansi,2018,Junior,2.83,Active,Academic,23,Male,Medan
STUD0568,Student_568,Fakultas Ekonomi,Manajemen,2019,Junior,3.48,Active,None,19,Male,Semarang
STUD0569,Student_569,Fakultas Kedokteran,Sastra Inggris,2023,Senior,3.59,Active,None,18,Male,Palembang
STUD0570,Student_570,Fakultas Ilmu Komputer,Akuntansi,2021,Sophomore,3.35,Active,Academic,20,Female,Palembang
STUD0571,Student_571,Fakultas Ekonomi,Teknik Elektro,2020,Sophomore,2.84,Active,None,18,Female,Surabaya
STUD0572,Student_572,Fakultas Ilmu Komputer,Sastra Inggris,2020,Freshman,2.81,Active,None,18,Female,Semarang
STUD0573,Student_573,Fakultas Ilmu Komputer,Akuntansi,2021,Senior,2.88,Inactive,Academic,19,Female,Yogyakarta
STUD0574,Student_574,Fakultas Ekonomi,Sistem Informasi,2019,Sophomore,2.27,Active,None,20,Male,Banjarmasin
STUD0575,Student_575,Fakultas Teknik,Teknik Elektro,2023,Junior,3.23,Active,None,20,Male,Palembang
STUD0576,Student_576,Fakultas Hukum,Sastra Inggris,2021,Freshman,3.46,Active,Academic,23,Female,Jakarta
STUD0577,Student_577,Fakultas Sastra,Sastra Inggris,2020,Senior,2.39,Active,None,24,Male,Surabaya
STUD0578,Student_578,Fakultas Kedokteran,Sastra Inggris,2022,Senior,2.67,Active,None,21,Female,Denpasar
STUD0579,Student_579,Fakultas Ilmu Komputer,Sistem Informasi,2021,Sophomore,2.51,Active,Academic,21,Male,Bandung
STUD0580,Student_580,Fakultas Sastra,Akuntansi,2020,Junior,2.96,Active,Academic,19,Female,Yogyakarta
STUD0581,Student_581,Fakultas Kedokteran,Sastra Inggris,2018,Sophomore,3.03,Active,None,23,Female,Palembang
STUD0582,Student_582,Fakultas Sastra,Sistem Informasi,2021,Junior,2.43,Active,None,19,Female,Banjarmasin
STUD0583,Student_583,Fakultas Kedokteran,Sastra Inggris,2021,Junior,3.42,Active,Academic,20,Male,Bandung
STUD0584,Student_584,Fakultas Ekonomi,Ilmu Hukum,2019,Junior,1.7,Active,Need-based,23,Male,Bandung
STUD0585,Student_585,Fakultas Ekonomi,Akuntansi,2021,Freshman,3.88,Graduated,None,24,Male,Banjarmasin
STUD0586,Student_586,Fakultas Hukum,Teknik Elektro,2023,Senior,3.86,Active,None,18,Female,Bandung
STUD0587,Student_587,Fakultas Teknik,Kedokteran,2018,Freshman,3.6,Active,None,18,Male,Surabaya
STUD0588,Student_588,Fakultas Sastra,Sistem Informasi,2018,Sophomore,3.02,Active,None,18,Female,Banjarmasin
STUD0589,Student_589,Fakultas Ilmu Komputer,Teknik Informatika,2018,Freshman,3.04,Active,Academic,24,Male,Surabaya
STUD0590,Student_590,Fakultas Sastra,Teknik Elektro,2020,Freshman,2.5,Inactive,None,24,Male,Denpasar
STUD0591,Student_591,Fakultas Hukum,Kedokteran,2022,Sophomore,3.04,Active,None,21,Female,Semarang
STUD0592,Student_592,Fakultas Teknik,Akuntansi,2021,Senior,2.24,Active,Need-based,19,Female,Yogyakarta
STUD0593,Student_593,Fakultas Ilmu Komputer,Sastra Inggris,2020,Senior,2.52,Active,None,19,Male,Palembang
STUD0594,Student_594,Fakultas Sastra,Sastra Inggris,2020,Freshman,2.65,Active,None,21,Female,Makassar
STUD0595,Student_595,Fakultas Hukum,Ilmu Hukum,2018,Freshman,2.21,Inactive,None,20,Male,Semarang
STUD0596,Student_596,Fakultas Sastra,Ilmu Hukum,2018,Sophomore,3.02,Active,Need-based,21,Female,Semarang
STUD0597,Student_597,Fakultas Ilmu Komputer,Ilmu Hukum,2018,Freshman,2.65,Active,Sports,23,Male,Makassar
STUD0598,Student_598,Fakultas Teknik,Sastra Inggris,2021,Freshman,2.73,Active,None,22,Male,Bandung
STUD0599,Student_599,Fakultas Sastra,Manajemen,2023,Senior,2.92,Active,None,22,Male,Yogyakarta
STUD0600,Student_600,Fakultas Teknik,Manajemen,2020,Freshman,2.96,Inactive,None,19,Male,Banjarmasin
STUD0601,Student_601,Fakultas Ekonomi,Sastra Inggris,2021,Senior,2.0,Active,None,20,Male,Medan
STUD0602,Student_602,Fakultas Ekonomi,Teknik Informatika,2018,Sophomore,3.46,Active,None,20,Female,Bandung
STUD0603,Student_603,Fakultas Sastra,Sistem Informasi,2021,Junior,2.53,Active,Sports,24,Male,Palembang
STUD0604,Student_604,Fakultas Hukum,Teknik Informatika,2019,Senior,2.35,Active,None,22,Male,Banjarmasin
STUD0605,Student_605,Fakultas Teknik,Ilmu Hukum,2018,Senior,2.3,Active,None,24,Male,Semarang
STUD0606,Student_606,Fakultas Kedokteran,Sastra Inggris,2022,Junior,2.86,Graduated,Need-based,20,Male,Semarang
STUD0607,Student_607,Fakultas Kedokteran,Sastra Inggris,2018,Freshman,3.42,Active,None,19,Female,Palembang
STUD0608,Student_608,Fakultas Ekonomi,Teknik Informatika,2022,Junior,2.8,Active,None,18,Female,Denpasar
STUD0609,Student_609,Fakultas Kedokteran,Teknik Elektro,2021,Junior,2.99,Active,Academic,21,Female,Palembang
STUD0610,Student_610,Fakultas Hukum,Kedokteran,2018,Freshman,3.15,Active,None,21,Female,Jakarta
STUD0611,Student_611,Fakultas Ilmu Komputer,Sastra Inggris,2020,Sophomore,3.53,Active,None,22,Female,Yogyakarta
STUD0612,Student_612,Fakultas Ekonomi,Ilmu Hukum,2020,Freshman,2.77,Active,Academic,24,Female,Banjarmasin
STUD0613,Student_613,Fakultas Sastra,Kedokteran,2018,Freshman,2.64,Active,None,23,Female,Surabaya
STUD0614,Student_614,Fakultas Teknik,Teknik Elektro,2021,Sophomore,3.64,Active,None,19,Male,Surabaya
STUD0615,Student_615,Fakultas Ekonomi,Teknik Informatika,2022,Senior,3.15,Active,None,22,Male,Palembang
STUD0616,Student_616,Fakultas Hukum,Teknik Elektro,2021,Senior,2.36,Active,None,23,Male,Makassar
STUD0617,Student_617,Fakultas Sastra,Sastra Inggris,2023,Freshman,3.17,Inactive,None,23,Male,Surabaya
STUD0618,Student_618,Fakultas Hukum,Kedokteran,2020,Senior,2.63,Active,None,24,Female,Bandung
STUD0619,Student_619,Fakultas Kedokteran,Teknik Elektro,2023,Junior,3.73,Active,None,21,Male,Banjarmasin
STUD0620,Student_620,Fakultas Kedokteran,Sastra Inggris,2018,Junior,2.62,Active,None,22,Female,Denpasar
STUD0621,Student_621,Fakultas Ilmu Komputer,Ilmu Hukum,2023,Junior,2.4,Graduated,None,19,Male,Banjarmasin
STUD0622,Student_622,Fakultas Kedokteran,Ilmu Hukum,2020,Junior,3.29,Active,None,20,Female,Semarang
STUD0623,Student_623,Fakultas Kedokteran,Akuntansi,2023,Sophomore,2.57,Inactive,None,18,Female,Bandung
STUD0624,Student_624,Fakultas Teknik,Sistem Informasi,2021,Sophomore,2.47,Active,None,24,Male,Bandung
STUD0625,Student_625,Fakultas Teknik,Akuntansi,2022,Freshman,1.87,Active,Academic,24,Female,Surabaya
STUD0626,Student_626,Fakultas Teknik,Sistem Informasi,2022,Junior,3.79,Active,Academic,22,Female,Semarang
STUD0627,Student_627,Fakultas Hukum,Akuntansi,2019,Senior,3.21,Active,None,20,Female,Jakarta
STUD0628,Student_628,Fakultas Sastra,Manajemen,2023,Senior,2.75,Active,None,24,Male,Semarang
STUD0629,Student_629,Fakultas Sastra,Teknik Informatika,2022,Sophomore,3.58,Active,None,18,Male,Palembang
STUD0630,Student_630,Fakultas Ekonomi,Akuntansi,2023,Senior,3.17,Active,None,24,Male,Denpasar
STUD0631,Student_631,Fakultas Teknik,Sastra Inggris,2018,Freshman,2.95,Active,None,21,Female,Medan
STUD0632,Student_632,Fakultas Ekonomi,Sistem Informasi,2022,Junior,3.11,Graduated,None,19,Female,Makassar
STUD0633,Student_633,Fakultas Ekonomi,Kedokteran,2021,Junior,3.18,Active,None,19,Male,Surabaya
STUD0634,Student_634,Fakultas Ekonomi,Teknik Informatika,2018,Senior,4.0,Active,None,23,Female,Bandung
STUD0635,Student_635,Fakultas Ilmu Komputer,Teknik Elektro,2018,Freshman,2.73,Active,Academic,18,Male,Banjarmasin
STUD0636,Student_636,Fakultas Hukum,Kedokteran,2023,Sophomore,3.36,Active,None,20,Male,Surabaya
STUD0637,Student_637,Fakultas Teknik,Sastra Inggris,2018,Junior,2.37,Active,Sports,18,Male,Yogyakarta
STUD0638,Student_638,Fakultas Kedokteran,Kedokteran,2018,Junior,3.15,Active,None,18,Female,Jakarta
STUD0639,Student_639,Fakultas Sastra,Kedokteran,2019,Freshman,3.55,Graduated,Need-based,21,Male,Palembang
STUD0640,Student_640,Fakultas Kedokteran,Sastra Inggris,2021,Freshman,3.86,Active,None,20,Male,Bandung
STUD0641,Student_641,Fakultas Ekonomi,Teknik Informatika,2023,Freshman,2.81,Inactive,Need-based,19,Female,Yogyakarta
STUD0642,Student_642,Fakultas Ekonomi,Akuntansi,2023,Senior,2.72,Active,None,22,Female,Medan
STUD0643,Student_643,Fakultas Hukum,Akuntansi,2022,Junior,2.56,Active,None,23,Female,Palembang
STUD0644,Student_644,Fakultas Sastra,Teknik Elektro,2018,Junior,2.35,Active,None,21,Female,Denpasar
STUD0645,Student_645,Fakultas Teknik,Kedokteran,2019,Sophomore,2.92,Graduated,None,21,Male,Bandung
STUD0646,Student_646,Fakultas Hukum,Teknik Informatika,2018,Junior,2.78,Active,None,18,Male,Medan
STUD0647,Student_647,Fakultas Ilmu Komputer,Manajemen,2021,Freshman,3.24,Active,None,22,Female,Jakarta
STUD0648,Student_648,Fakultas Kedokteran,Teknik Elektro,2023,Junior,3.45,Graduated,None,22,Male,Jakarta
STUD0649,Student_649,Fakultas Kedokteran,Akuntansi,2022,Senior,3.13,Inactive,None,19,Female,Denpasar
STUD0650,Student_650,Fakultas Teknik,Ilmu Hukum,2020,Freshman,3.23,Graduated,None,19,Female,Surabaya
STUD0651,Student_651,Fakultas Hukum,Ilmu Hukum,2022,Senior,2.95,Active,None,21,Male,Banjarmasin
STUD0652,Student_652,Fakultas Kedokteran,Sistem Informasi,2020,Senior,3.31,Active,Need-based,24,Male,Semarang
STUD0653,Student_653,Fakultas Kedokteran,Sastra Inggris,2021,Junior,3.25,Active,None,20,Male,Semarang
STUD0654,Student_654,Fakultas Teknik,Teknik Elektro,2019,Junior,2.95,Active,None,19,Female,Banjarmasin
STUD0655,Student_655,Fakultas Ilmu Komputer,Sistem Informasi,2019,Senior,1.89,Active,None,23,Female,Palembang
STUD0656,Student_656,Fakultas Ilmu Komputer,Akuntansi,2023,Sophomore,2.63,Active,Need-based,23,Female,Denpasar
STUD0657,Student_657,Fakultas Teknik,Teknik Informatika,2019,Freshman,3.31,Inactive,None,21,Female,Yogyakarta
STUD0658,Student_658,Fakultas Sastra,Kedokteran,2021,Sophomore,2.88,Active,None,23,Female,Banjarmasin
STUD0659,Student_659,Fakultas Hukum,Teknik Informatika,2023,Sophomore,3.51,Active,Academic,19,Male,Surabaya
STUD0660,Student_660,Fakultas Teknik,Manajemen,2018,Junior,3.21,Active,None,18,Female,Jakarta
STUD0661,Student_661,Fakultas Hukum,Teknik Elektro,2019,Freshman,3.49,Active,None,20,Female,Yogyakarta
STUD0662,Student_662,Fakultas Sastra,Akuntansi,2019,Freshman,3.06,Active,Academic,23,Male,Banjarmasin
STUD0663,Student_663,Fakultas Sastra,Ilmu Hukum,2021,Junior,3.48,Active,None,20,Male,Jakarta
STUD0664,Student_664,Fakultas Hukum,Sistem Informasi,2019,Senior,3.08,Inactive,None,22,Male,Palembang
STUD0665,Student_665,Fakultas Ekonomi,Akuntansi,2022,Junior,3.65,Active,None,18,Female,Makassar
STUD0666,Student_666,Fakultas Ilmu Komputer,Akuntansi,2020,Freshman,2.66,Active,None,20,Male,Yogyakarta
STUD0667,Student_667,Fakultas Hukum,Kedokteran,2018,Junior,3.0,Active,None,21,Female,Bandung
STUD0668,Student_668,Fakultas Ilmu Komputer,Sastra Inggris,2022,Senior,2.8,Graduated,None,19,Male,Palembang
STUD0669,Student_669,Fakultas Kedokteran,Ilmu Hukum,2023,Junior,3.41,Graduated,None,23,Female,Makassar
STUD0670,Student_670,Fakultas Ekonomi,Kedokteran,2022,Junior,2.72,Active,Academic,19,Male,Jakarta
STUD0671,Student_671,Fakultas Kedokteran,Teknik Informatika,2020,Junior,3.15,Active,None,24,Male,Bandung
STUD0672,Student_672,Fakultas Hukum,Akuntansi,2019,Senior,2.24,Active,None,18,Female,Palembang
STUD0673,Student_673,Fakultas Hukum,Manajemen,2022,Sophomore,2.17,Active,None,24,Male,Semarang
STUD0674,Student_674,Fakultas Sastra,Sistem Informasi,2022,Freshman,2.4,Inactive,None,22,Male,Medan
STUD0675,Student_675,Fakultas Sastra,Manajemen,2019,Junior,3.64,Active,Academic,23,Male,Bandung
STUD0676,Student_676,Fakultas Kedokteran,Ilmu Hukum,2018,Freshman,2.92,Active,None,22,Male,Palembang
STUD0677,Student_677,Fakultas Ilmu Komputer,Manajemen,2023,Junior,2.81,Active,None,21,Female,Makassar
STUD0678,Student_678,Fakultas Teknik,Sastra Inggris,2019,Junior,3.16,Active,Academic,18,Female,Surabaya
STUD0679,Student_679,Fakultas Ekonomi,Sistem Informasi,2019,Freshman,1.82,Active,Academic,18,Male,Yogyakarta
STUD0680,Student_680,Fakultas Hukum,Sistem Informasi,2023,Junior,2.7,Graduated,None,22,Female,Bandung
STUD0681,Student_681,Fakultas Teknik,Teknik Elektro,2021,Sophomore,2.85,Active,None,23,Female,Medan
STUD0682,Student_682,Fakultas Ilmu Komputer,Sistem Informasi,2020,Junior,2.99,Active,None,20,Female,Yogyakarta
STUD0683,Student_683,Fakultas Hukum,Sistem Informasi,2018,Sophomore,3.26,Active,None,19,Female,Bandung
STUD0684,Student_684,Fakultas Ilmu Komputer,Ilmu Hukum,2023,Freshman,2.58,Active,None,23,Female,Denpasar
STUD0685,Student_685,Fakultas Hukum,Akuntansi,2023,Freshman,3.05,Active,None,23,Female,Denpasar
STUD0686,Student_686,Fakultas Teknik,Manajemen,2019,Freshman,2.43,Active,Sports,18,Male,Palembang
STUD0687,Student_687,Fakultas Sastra,Ilmu Hukum,2019,Junior,3.58,Active,None,20,Female,Yogyakarta
STUD0688,Student_688,Fakultas Ekonomi,Ilmu Hukum,2018,Junior,3.43,Active,Sports,19,Male,Banjarmasin
STUD0689,Student_689,Fakultas Teknik,Teknik Informatika,2020,Sophomore,3.15,Active,Academic,22,Male,Semarang
STUD0690,Student_690,Fakultas Hukum,Teknik Informatika,2020,Junior,2.83,Active,None,21,Male,Jakarta
STUD0691,Student_691,Fakultas Sastra,Manajemen,2018,Junior,3.18,Active,None,21,Female,Medan
STUD0692,Student_692,Fakultas Hukum,Manajemen,2019,Junior,2.26,Active,None,22,Male,Denpasar
STUD0693,Student_693,Fakultas Ilmu Komputer,Teknik Informatika,2018,Junior,2.47,Active,None,20,Female,Banjarmasin
STUD0694,Student_694,Fakultas Teknik,Ilmu Hukum,2020,Junior,3.19,Inactive,Sports,20,Male,Denpasar
STUD0695,Student_695,Fakultas Ekonomi,Ilmu Hukum,2022,Senior,2.47,Active,None,20,Female,Makassar
STUD0696,Student_696,Fakultas Hukum,Teknik Informatika,2020,Sophomore,3.51,Active,Need-based,24,Male,Semarang
STUD0697,Student_697,Fakultas Ekonomi,Sastra Inggris,2022,Senior,2.88,Active,None,18,Female,Denpasar
STUD0698,Student_698,Fakultas Ilmu Komputer,Ilmu Hukum,2023,Senior,2.8,Active,None,22,Male,Medan
STUD0699,Student_699,Fakultas Ekonomi,Kedokteran,2020,Sophomore,2.76,Active,Need-based,24,Female,Yogyakarta
STUD0700,Student_700,Fakultas Teknik,Teknik Informatika,2023,Sophomore,2.14,Active,Academic,21,Male,Banjarmasin
STUD0701,Student_701,Fakultas Hukum,Ilmu Hukum,2019,Freshman,2.94,Active,None,18,Female,Palembang
STUD0702,Student_702,Fakultas Ekonomi,Akuntansi,2021,Sophomore,3.86,Inactive,None,22,Male,Yogyakarta
STUD0703,Student_703,Fakultas Ilmu Komputer,Manajemen,2019,Senior,2.91,Active,None,21,Male,Yogyakarta
